-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00,-1.500000000000000000e+00
-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00,-1.431818181818181879e+00
-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00,-1.363636363636363757e+00
-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00,-1.295454545454545414e+00
-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00,-1.227272727272727293e+00
-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00,-1.159090909090909172e+00
-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00,-1.090909090909090828e+00
-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00,-1.022727272727272707e+00
-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01,-9.545454545454545858e-01
-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01,-8.863636363636364646e-01
